,Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue,Sumperemp
6131,Hospital 633,District 48,Instrument 7,7500,29.8804780876494
6132,Hospital 633,District 50,Instrument 2,162001,162001.0
6133,Hospital 633,District 50,Instrument 7,17233,17233.0
6134,Hospital 633,District 8,Instrument 2,8568,476.0
6135,Hospital 634,District 13,Instrument 2,262022,262022.0
6136,Hospital 634,District 15,Instrument 2,5670,5670.0
6137,Hospital 634,District 34,Instrument 2,1956,163.0
6138,Hospital 634,District 34,Instrument 3,486,40.5
6139,Hospital 634,District 41,Instrument 2,504,6.904109589041096
6140,Hospital 634,District 41,Instrument 3,240,3.287671232876712
6141,Hospital 634,District 50,Instrument 2,54801,54801.0
6142,Hospital 634,District 50,Instrument 3,117488,117488.0
6143,Hospital 636,District 20,Instrument 2,21793,2724.125
6144,Hospital 636,District 20,Instrument 3,4588,573.5
6145,Hospital 636,District 20,Instrument 7,702,87.75
6146,Hospital 638,District 13,Instrument 2,380610,380610.0
6147,Hospital 638,District 13,Instrument 3,2430,2430.0
6148,Hospital 638,District 18,Instrument 7,11675,11675.0
6149,Hospital 638,District 34,Instrument 2,4560,4560.0
6150,Hospital 638,District 34,Instrument 3,2892,2892.0
6151,Hospital 638,District 34,Instrument 4,504,504.0
6152,Hospital 638,District 50,Instrument 5,149916,149916.0
6153,Hospital 64,District 12,Instrument 2,15960,591.1111111111111
6154,Hospital 64,District 12,Instrument 3,29460,1091.111111111111
6155,Hospital 64,District 13,Instrument 2,5196,371.14285714285717
6156,Hospital 64,District 20,Instrument 2,1470,56.53846153846154
6157,Hospital 64,District 20,Instrument 3,3180,122.3076923076923
6158,Hospital 644,District 13,Instrument 2,14921,59.684
6159,Hospital 644,District 13,Instrument 5,762,3.048
6160,Hospital 644,District 17,Instrument 2,2631,53.69387755102041
6161,Hospital 644,District 18,Instrument 3,813,813.0
6162,Hospital 644,District 18,Instrument 7,2713,2713.0
6163,Hospital 644,District 20,Instrument 2,40297,239.86309523809524
6164,Hospital 644,District 20,Instrument 3,15040,89.52380952380952
6165,Hospital 644,District 28,Instrument 2,8880,54.47852760736196
6166,Hospital 644,District 28,Instrument 3,432,2.6503067484662575
6167,Hospital 644,District 34,Instrument 2,180,180.0
6168,Hospital 644,District 34,Instrument 3,2436,2436.0
6169,Hospital 644,District 8,Instrument 2,2371,79.03333333333333
6170,Hospital 645,District 20,Instrument 2,7044,156.53333333333333
6171,Hospital 645,District 20,Instrument 3,34165,759.2222222222222
6172,Hospital 645,District 41,Instrument 2,177450,171.28378378378378
6173,Hospital 645,District 41,Instrument 3,48828,47.13127413127413
6174,Hospital 646,District 13,Instrument 2,420737,1101.4057591623036
6175,Hospital 646,District 13,Instrument 3,3953,10.348167539267015
6176,Hospital 646,District 13,Instrument 8,13256,34.70157068062827
6177,Hospital 647,District 28,Instrument 2,127500,102.57441673370877
6178,Hospital 647,District 28,Instrument 3,68976,55.491552695092516
6179,Hospital 647,District 28,Instrument 8,6372,5.1263073209975865
6180,Hospital 648,District 13,Instrument 2,1500,1500.0
6181,Hospital 648,District 15,Instrument 2,522000,341.62303664921467
6182,Hospital 648,District 15,Instrument 7,3600,2.356020942408377
6183,Hospital 648,District 16,Instrument 2,60000,15.64945226917058
6184,Hospital 648,District 17,Instrument 2,314287,380.03264812575577
6185,Hospital 648,District 17,Instrument 3,31651,38.2720677146312
6186,Hospital 648,District 17,Instrument 8,2661,3.217654171704958
6187,Hospital 648,District 28,Instrument 5,25542,8514.0
6188,Hospital 648,District 28,Instrument 7,111823,37274.333333333336
6189,Hospital 648,District 34,Instrument 2,41700,13900.0
6190,Hospital 648,District 34,Instrument 3,42060,14020.0
6191,Hospital 648,District 34,Instrument 4,216,72.0
6192,Hospital 648,District 34,Instrument 5,4560,1520.0
6193,Hospital 648,District 34,Instrument 7,32382,10794.0
6194,Hospital 648,District 34,Instrument 8,9720,3240.0
6195,Hospital 648,District 39,Instrument 7,19273,2141.4444444444443
6196,Hospital 648,District 50,Instrument 5,17924,17924.0
6197,Hospital 648,District 52,Instrument 7,3772,3772.0
6198,Hospital 649,District 39,Instrument 2,9595,19.423076923076923
6199,Hospital 649,District 39,Instrument 4,512,1.0364372469635628
6200,Hospital 649,District 39,Instrument 7,6883,13.933198380566802
6201,Hospital 650,District 15,Instrument 2,38520,38520.0
6202,Hospital 650,District 15,Instrument 5,4500,4500.0
6203,Hospital 650,District 15,Instrument 7,4020,4020.0
6204,Hospital 650,District 48,Instrument 7,8052,8052.0
6205,Hospital 651,District 32,Instrument 2,128268,123.21613832853026
6206,Hospital 651,District 32,Instrument 3,999,0.9596541786743515
6207,Hospital 651,District 32,Instrument 5,24204,23.2507204610951
6208,Hospital 652,District 20,Instrument 2,34377,7.802315024965956
6209,Hospital 652,District 20,Instrument 3,32394,7.3522469359963685
6210,Hospital 652,District 20,Instrument 8,1440,0.3268270540172492
6211,Hospital 654,District 15,Instrument 2,10260,1465.7142857142858
6212,Hospital 654,District 15,Instrument 5,3900,557.1428571428571
6213,Hospital 654,District 15,Instrument 7,3180,454.2857142857143
6214,Hospital 654,District 20,Instrument 3,6024,11.540229885057471
6215,Hospital 654,District 34,Instrument 2,7344,1468.8
6216,Hospital 654,District 34,Instrument 3,588,117.6
6217,Hospital 654,District 34,Instrument 4,216,43.2
6218,Hospital 654,District 34,Instrument 5,150,30.0
6219,Hospital 654,District 41,Instrument 5,18000,1384.6153846153845
6220,Hospital 656,District 12,Instrument 2,41549,86.92259414225941
6221,Hospital 656,District 12,Instrument 3,53149,111.19037656903765
6222,Hospital 656,District 20,Instrument 2,12053,502.2083333333333
6223,Hospital 656,District 20,Instrument 3,1223,50.958333333333336
6224,Hospital 656,District 34,Instrument 2,10464,81.11627906976744
6225,Hospital 656,District 34,Instrument 3,1211,9.387596899224807
6226,Hospital 656,District 41,Instrument 2,15120,32.44635193133047
6227,Hospital 661,District 13,Instrument 2,1596,266.0
6228,Hospital 662,District 20,Instrument 2,38791,37.588178294573645
6229,Hospital 662,District 20,Instrument 3,5335,5.169573643410852
6230,Hospital 662,District 50,Instrument 2,207,207.0
6231,Hospital 662,District 50,Instrument 3,177,177.0
6232,Hospital 663,District 13,Instrument 2,33297,12.387276785714286
6233,Hospital 663,District 13,Instrument 3,8067,3.0011160714285716
6234,Hospital 663,District 13,Instrument 5,416723,155.03087797619048
6235,Hospital 664,District 13,Instrument 2,6000,133.33333333333334
6236,Hospital 665,District 34,Instrument 2,720,720.0
6237,Hospital 665,District 34,Instrument 3,960,960.0
6238,Hospital 667,District 20,Instrument 2,33520,435.3246753246753
6239,Hospital 667,District 20,Instrument 3,575,7.467532467532467
6240,Hospital 667,District 29,Instrument 5,1167786,1167786.0
6241,Hospital 668,District 13,Instrument 2,19218,237.25925925925927
6242,Hospital 668,District 13,Instrument 3,8658,106.88888888888889
6243,Hospital 668,District 13,Instrument 4,1785,22.037037037037038
6244,Hospital 668,District 13,Instrument 5,7530,92.96296296296296
6245,Hospital 668,District 17,Instrument 2,2312,462.4
6246,Hospital 668,District 18,Instrument 7,2369,27.546511627906977
6247,Hospital 668,District 20,Instrument 2,36932,157.82905982905982
6248,Hospital 668,District 20,Instrument 3,5273,22.534188034188034
6249,Hospital 668,District 28,Instrument 2,71194,250.68309859154928
6250,Hospital 668,District 28,Instrument 3,974,3.4295774647887325
6251,Hospital 668,District 28,Instrument 4,13263,46.70070422535211
6252,Hospital 668,District 30,Instrument 2,244188,946.4651162790698
6253,Hospital 668,District 34,Instrument 2,8238,8238.0
6254,Hospital 668,District 34,Instrument 3,4791,4791.0
6255,Hospital 668,District 50,Instrument 2,118922,118922.0
6256,Hospital 668,District 50,Instrument 3,41701,41701.0
6257,Hospital 67,District 13,Instrument 2,178032,13694.76923076923
6258,Hospital 67,District 34,Instrument 2,4956,4956.0
6259,Hospital 67,District 34,Instrument 3,732,732.0
6260,Hospital 67,District 34,Instrument 4,1224,1224.0
6261,Hospital 670,District 13,Instrument 2,68454,21.648956356736242
6262,Hospital 670,District 13,Instrument 3,28251,8.934535104364326
6263,Hospital 671,District 20,Instrument 2,1607,146.0909090909091
6264,Hospital 671,District 20,Instrument 3,2872,261.09090909090907
6265,Hospital 671,District 8,Instrument 2,11016,2754.0
6266,Hospital 673,District 50,Instrument 2,14104,14104.0
6267,Hospital 673,District 50,Instrument 3,23369,23369.0
6268,Hospital 674,District 13,Instrument 2,30549,30549.0
6269,Hospital 674,District 13,Instrument 3,3480,3480.0
6270,Hospital 674,District 20,Instrument 2,884,884.0
6271,Hospital 674,District 20,Instrument 3,3047,3047.0
6272,Hospital 674,District 39,Instrument 2,15080,15080.0
6273,Hospital 674,District 41,Instrument 2,11880,11880.0
6274,Hospital 674,District 41,Instrument 3,10284,10284.0
6275,Hospital 675,District 34,Instrument 2,960,960.0
6276,Hospital 675,District 34,Instrument 3,438,438.0
6277,Hospital 677,District 20,Instrument 2,3156,22.869565217391305
6278,Hospital 677,District 20,Instrument 3,5112,37.04347826086956
6279,Hospital 677,District 50,Instrument 2,3299,3299.0
6280,Hospital 677,District 50,Instrument 3,10512,10512.0
6281,Hospital 678,District 17,Instrument 2,28872,802.0
6282,Hospital 678,District 28,Instrument 5,57580,1199.5833333333333
6283,Hospital 678,District 28,Instrument 7,19776,412.0
6284,Hospital 679,District 13,Instrument 2,107520,388.15884476534296
6285,Hospital 679,District 13,Instrument 3,11748,42.411552346570396
6286,Hospital 679,District 18,Instrument 2,33880,8.568538189175518
6287,Hospital 679,District 18,Instrument 3,17438,4.410217501264542
6288,Hospital 679,District 18,Instrument 7,100200,25.341426403641883
6289,Hospital 679,District 50,Instrument 2,117513,117513.0
6290,Hospital 679,District 50,Instrument 3,7926,7926.0
6291,Hospital 679,District 50,Instrument 7,55734,55734.0
6292,Hospital 680,District 13,Instrument 2,1304238,239.83780801765354
6293,Hospital 680,District 13,Instrument 3,629759,115.80709819786686
6294,Hospital 680,District 13,Instrument 5,206252,37.927914674512685
6295,Hospital 681,District 13,Instrument 2,288646,536.5167286245353
6296,Hospital 681,District 13,Instrument 3,134906,250.7546468401487
6297,Hospital 681,District 13,Instrument 4,38790,72.1003717472119
6298,Hospital 681,District 13,Instrument 8,70190,130.46468401486987
6299,Hospital 681,District 17,Instrument 2,29244,3655.5
6300,Hospital 681,District 17,Instrument 3,2587,323.375
6301,Hospital 681,District 17,Instrument 4,1224,153.0
6302,Hospital 681,District 28,Instrument 2,151733,322.1507430997877
6303,Hospital 681,District 28,Instrument 3,943,2.002123142250531
6304,Hospital 681,District 28,Instrument 5,31005,65.828025477707
6305,Hospital 681,District 34,Instrument 2,85971,399.86511627906975
6306,Hospital 681,District 34,Instrument 3,10692,49.730232558139534
6307,Hospital 681,District 34,Instrument 4,1176,5.469767441860465
6308,Hospital 681,District 35,Instrument 2,138915,484.0243902439024
6309,Hospital 681,District 41,Instrument 2,10152,90.64285714285714
6310,Hospital 681,District 41,Instrument 3,1575,14.0625
6311,Hospital 681,District 49,Instrument 2,37222,2189.529411764706
6312,Hospital 682,District 13,Instrument 2,16920,5.538461538461538
6313,Hospital 682,District 28,Instrument 2,972,64.8
6314,Hospital 682,District 50,Instrument 3,40155,40155.0
6315,Hospital 683,District 10,Instrument 7,23541,18.817745803357315
6316,Hospital 683,District 12,Instrument 2,553882,288.7810218978102
6317,Hospital 683,District 12,Instrument 3,23324,12.16058394160584
6318,Hospital 683,District 13,Instrument 2,26819,276.4845360824742
6319,Hospital 683,District 13,Instrument 3,17832,183.83505154639175
6320,Hospital 683,District 13,Instrument 4,9720,100.20618556701031
6321,Hospital 683,District 15,Instrument 2,256332,320.01498127340824
6322,Hospital 683,District 15,Instrument 3,1452,1.8127340823970037
6323,Hospital 683,District 34,Instrument 2,46969,489.2604166666667
6324,Hospital 683,District 34,Instrument 3,45652,475.5416666666667
6325,Hospital 683,District 34,Instrument 4,9000,93.75
6326,Hospital 683,District 34,Instrument 7,1590,16.5625
6327,Hospital 683,District 35,Instrument 2,130500,242.56505576208178
6328,Hospital 683,District 36,Instrument 2,11700,300.0
6329,Hospital 683,District 41,Instrument 2,32412,23.003548616039744
6330,Hospital 683,District 41,Instrument 3,94668,67.18807665010645
6331,Hospital 683,District 5,Instrument 2,12000,56.33802816901409
6332,Hospital 683,District 50,Instrument 2,11594,11594.0
6333,Hospital 683,District 50,Instrument 5,152517,152517.0
6334,Hospital 683,District 7,Instrument 2,27000,27000.0
6335,Hospital 683,No District Available,Instrument 13,114811,114811.0
6336,Hospital 684,District 13,Instrument 2,76774,11.917727413846631
6337,Hospital 684,District 13,Instrument 3,14918,2.3157404532753803
6338,Hospital 684,District 13,Instrument 4,128353,19.92440235951568
6339,Hospital 684,District 18,Instrument 2,780,6.724137931034483
6340,Hospital 684,District 20,Instrument 2,18462,738.48
6341,Hospital 684,District 20,Instrument 3,4260,170.4
6342,Hospital 684,District 28,Instrument 2,4309,100.20930232558139
6343,Hospital 684,District 28,Instrument 3,5383,125.18604651162791
6344,Hospital 684,District 28,Instrument 4,450,10.465116279069768
6345,Hospital 684,District 34,Instrument 2,15324,28.014625228519197
6346,Hospital 684,District 34,Instrument 3,3158,5.773308957952468
6347,Hospital 684,District 34,Instrument 4,6405,11.709323583180987
6348,Hospital 684,District 34,Instrument 5,300,0.5484460694698354
6349,Hospital 684,District 41,Instrument 2,10502,150.02857142857144
6350,Hospital 684,District 41,Instrument 3,1500,21.428571428571427
6351,Hospital 686,District 18,Instrument 7,43844,43844.0
6352,Hospital 686,District 34,Instrument 2,2556,1278.0
6353,Hospital 686,District 34,Instrument 3,582,291.0
6354,Hospital 686,District 41,Instrument 2,15600,95.1219512195122
6355,Hospital 686,District 41,Instrument 3,4476,27.29268292682927
6356,Hospital 687,District 13,Instrument 2,72476,287.6031746031746
6357,Hospital 687,District 13,Instrument 3,120300,477.3809523809524
6358,Hospital 687,District 13,Instrument 5,58692,232.9047619047619
6359,Hospital 687,District 20,Instrument 2,7963,27.55363321799308
6360,Hospital 687,District 20,Instrument 3,11694,40.463667820069205
6361,Hospital 687,District 44,Instrument 7,62380,35.30277306168647
6362,Hospital 688,District 20,Instrument 2,1268,1268.0
6363,Hospital 688,District 50,Instrument 2,1128,1128.0
6364,Hospital 69,District 12,Instrument 2,92430,92430.0
6365,Hospital 69,District 13,Instrument 4,6165,6165.0
6366,Hospital 69,District 13,Instrument 5,334719,334719.0
6367,Hospital 69,District 20,Instrument 2,63198,113.46140035906643
6368,Hospital 69,District 20,Instrument 3,33330,59.83842010771993
6369,Hospital 69,District 20,Instrument 8,131,0.23518850987432674
6370,Hospital 69,District 28,Instrument 2,52380,52380.0
6371,Hospital 69,District 28,Instrument 3,2340,2340.0
6372,Hospital 69,District 28,Instrument 4,12600,12600.0
6373,Hospital 69,District 50,Instrument 10,182454,182454.0
6374,Hospital 69,District 50,Instrument 2,409126,409126.0
6375,Hospital 69,District 50,Instrument 3,50029,50029.0
6376,Hospital 69,District 50,Instrument 5,4429,4429.0
6377,Hospital 690,District 13,Instrument 2,33840,6.079770032339202
6378,Hospital 690,District 18,Instrument 2,37125,99.0
6379,Hospital 690,District 19,Instrument 2,3780,52.5
6380,Hospital 690,District 21,Instrument 2,20160,20160.0
6381,Hospital 690,District 39,Instrument 2,4680,108.83720930232558
6382,Hospital 690,District 44,Instrument 2,376950,3807.5757575757575
6383,Hospital 691,District 13,Instrument 2,239312,392.95894909688013
6384,Hospital 691,District 13,Instrument 3,59444,97.60919540229885
6385,Hospital 691,District 13,Instrument 4,86310,141.72413793103448
6386,Hospital 691,District 13,Instrument 5,146354,240.31855500821018
6387,Hospital 691,District 20,Instrument 2,40026,276.04137931034484
6388,Hospital 691,District 20,Instrument 3,14190,97.86206896551724
6389,Hospital 692,District 13,Instrument 2,32646,13.763069139966273
6390,Hospital 693,District 13,Instrument 2,3240,101.25
6391,Hospital 693,District 20,Instrument 2,7249,57.53174603174603
6392,Hospital 693,District 20,Instrument 3,1227,9.738095238095237
6393,Hospital 694,District 20,Instrument 2,18883,18883.0
6394,Hospital 694,District 20,Instrument 3,14693,14693.0
6395,Hospital 694,District 20,Instrument 7,42960,42960.0
6396,Hospital 694,District 20,Instrument 8,330,330.0
6397,Hospital 694,District 41,Instrument 2,62983,31491.5
6398,Hospital 694,District 41,Instrument 3,48684,24342.0
6399,Hospital 694,District 41,Instrument 5,5340,2670.0
6400,Hospital 694,District 50,Instrument 3,22680,22680.0
6401,Hospital 696,District 13,Instrument 2,84977,39.06988505747126
6402,Hospital 696,District 13,Instrument 3,36360,16.717241379310344
6403,Hospital 696,District 13,Instrument 5,948,0.43586206896551727
6404,Hospital 696,District 16,Instrument 2,324600,388.74251497005986
6405,Hospital 696,District 17,Instrument 2,64542,161.355
6406,Hospital 696,District 18,Instrument 2,210486,12.299053406567722
6407,Hospital 696,District 18,Instrument 3,541800,31.65829145728643
6408,Hospital 696,District 18,Instrument 7,62902,3.6754703751314715
6409,Hospital 696,District 25,Instrument 2,362578,1337.9261992619927
6410,Hospital 696,District 34,Instrument 2,17700,20.298165137614678
6411,Hospital 696,District 34,Instrument 3,5163,5.920871559633028
6412,Hospital 696,District 34,Instrument 5,5400,6.192660550458716
6413,Hospital 696,District 39,Instrument 2,439609,16908.03846153846
6414,Hospital 696,District 41,Instrument 2,116892,27.29845866417562
6415,Hospital 696,District 41,Instrument 3,190812,44.56141989724428
6416,Hospital 696,District 45,Instrument 2,100800,152.26586102719034
6417,Hospital 696,District 50,Instrument 2,31752,31752.0
6418,Hospital 696,District 50,Instrument 3,123937,123937.0
6419,Hospital 696,District 50,Instrument 7,20106,20106.0
6420,Hospital 696,No District Available,Instrument 19,484688,484688.0
6421,Hospital 698,District 12,Instrument 2,18491,18491.0
6422,Hospital 698,District 13,Instrument 2,22440,22440.0
6423,Hospital 698,District 13,Instrument 3,5184,5184.0
6424,Hospital 698,District 13,Instrument 4,47400,47400.0
6425,Hospital 698,District 13,Instrument 5,10080,10080.0
6426,Hospital 698,District 28,Instrument 7,1582,1582.0
6427,Hospital 698,District 4,Instrument 2,75029,75029.0
6428,Hospital 698,District 50,Instrument 2,14490,14490.0
6429,Hospital 698,District 50,Instrument 3,540,540.0
6430,Hospital 699,District 13,Instrument 2,3775,1.8931795386158476
6431,Hospital 699,District 15,Instrument 2,10320,251.70731707317074
6432,Hospital 699,District 15,Instrument 3,3192,77.85365853658537
6433,Hospital 699,District 20,Instrument 2,11700,23.306772908366533
6434,Hospital 699,District 20,Instrument 3,2820,5.617529880478088
6435,Hospital 7,District 13,Instrument 2,469229,194.7816521378165
6436,Hospital 7,District 13,Instrument 3,92520,38.40597758405978
6437,Hospital 7,District 13,Instrument 4,31680,13.150684931506849
6438,Hospital 70,District 13,Instrument 2,2122731,85.09645219482863
6439,Hospital 70,District 13,Instrument 3,1465127,58.73429544998998
6440,Hospital 70,District 13,Instrument 4,173070,6.938063740228503
6441,Hospital 70,District 15,Instrument 2,11862,38.63843648208469
6442,Hospital 70,District 15,Instrument 3,834,2.7166123778501627
6443,Hospital 70,District 18,Instrument 2,117085,13009.444444444445
6444,Hospital 70,District 18,Instrument 7,16608,1845.3333333333333
6445,Hospital 70,District 20,Instrument 2,282161,543.6628131021195
6446,Hospital 70,District 20,Instrument 3,457722,881.9306358381502
6447,Hospital 70,District 20,Instrument 7,13580,26.165703275529864
6448,Hospital 70,District 28,Instrument 2,59850,79.4820717131474
6449,Hospital 70,District 28,Instrument 3,1830,2.4302788844621515
6450,Hospital 70,District 28,Instrument 4,24990,33.18725099601593
6451,Hospital 70,District 41,Instrument 2,3600,1.588702559576346
6452,Hospital 70,District 41,Instrument 3,2595,1.145189761694616
6453,Hospital 70,District 41,Instrument 8,2160,0.9532215357458076
6454,Hospital 70,District 48,Instrument 2,214200,121.35977337110482
6455,Hospital 70,District 48,Instrument 7,47676,27.01189801699717
6456,Hospital 70,District 50,Instrument 2,8963,8963.0
6457,Hospital 70,District 50,Instrument 3,125630,125630.0
6458,Hospital 70,District 50,Instrument 4,33380,33380.0
6459,Hospital 700,District 10,Instrument 2,51459,51459.0
6460,Hospital 700,District 10,Instrument 3,1053,1053.0
6461,Hospital 700,District 13,Instrument 2,31435,31435.0
6462,Hospital 700,District 13,Instrument 3,79355,79355.0
6463,Hospital 700,District 13,Instrument 5,52710,52710.0
6464,Hospital 700,District 17,Instrument 2,81344,81344.0
6465,Hospital 700,District 17,Instrument 3,797,797.0
6466,Hospital 700,District 20,Instrument 2,6771,6771.0
6467,Hospital 700,District 20,Instrument 3,1368,1368.0
6468,Hospital 700,District 34,Instrument 2,10200,10200.0
6469,Hospital 700,District 34,Instrument 3,540,540.0
6470,Hospital 700,District 34,Instrument 5,16800,16800.0
6471,Hospital 700,District 34,Instrument 7,1140,1140.0
6472,Hospital 700,District 39,Instrument 2,8094,8094.0
6473,Hospital 700,District 48,Instrument 7,15000,15000.0
6474,Hospital 701,District 18,Instrument 2,163189,8.584376643871646
6475,Hospital 701,District 18,Instrument 5,30808,1.620620725933719
6476,Hospital 701,District 18,Instrument 7,543834,28.607785376117832
6477,Hospital 702,District 13,Instrument 2,75972,122.73344103392569
6478,Hospital 702,District 13,Instrument 3,56538,91.33764135702747
6479,Hospital 702,District 13,Instrument 4,1953,3.1550888529886914
6480,Hospital 702,District 18,Instrument 2,34544,29.126475548060707
6481,Hospital 702,District 18,Instrument 5,199,0.16779089376053963
6482,Hospital 702,District 20,Instrument 2,47614,780.5573770491803
6483,Hospital 702,District 20,Instrument 3,10432,171.01639344262296
6484,Hospital 702,District 28,Instrument 2,36230,88.36585365853658
6485,Hospital 702,District 28,Instrument 3,10240,24.975609756097562
6486,Hospital 702,District 34,Instrument 3,204,204.0
6487,Hospital 702,District 39,Instrument 2,111173,690.5155279503106
6488,Hospital 702,District 41,Instrument 2,10260,16.958677685950413
6489,Hospital 702,District 41,Instrument 3,6600,10.909090909090908
6490,Hospital 702,District 8,Instrument 2,7422,41.46368715083799
6491,Hospital 703,District 10,Instrument 2,32310,32310.0
6492,Hospital 703,District 10,Instrument 3,389,389.0
6493,Hospital 703,District 10,Instrument 4,195,195.0
6494,Hospital 703,District 13,Instrument 2,27636,238.24137931034483
6495,Hospital 703,District 19,Instrument 2,13621,50.07720588235294
6496,Hospital 703,District 2,Instrument 2,21260,24.493087557603687
6497,Hospital 703,District 2,Instrument 3,21260,24.493087557603687
6498,Hospital 703,District 20,Instrument 3,6600,17.322834645669293
6499,Hospital 703,District 29,Instrument 2,184759,184759.0
6500,Hospital 703,District 29,Instrument 3,22716,22716.0
6501,Hospital 703,District 29,Instrument 4,53003,53003.0
6502,Hospital 703,District 50,Instrument 2,344550,344550.0
6503,Hospital 703,District 50,Instrument 3,10598,10598.0
6504,Hospital 705,District 13,Instrument 2,94379,47.85953346855984
6505,Hospital 705,District 13,Instrument 3,5928,3.006085192697769
6506,Hospital 705,District 13,Instrument 5,14694,7.45131845841785
6507,Hospital 705,District 20,Instrument 2,402,33.5
6508,Hospital 705,District 20,Instrument 3,15443,1286.9166666666667
6509,Hospital 706,District 13,Instrument 2,51460,116.95454545454545
6510,Hospital 706,District 18,Instrument 2,212579,35429.833333333336
6511,Hospital 706,District 39,Instrument 7,13124,13124.0
6512,Hospital 706,District 41,Instrument 2,21540,15.563583815028903
6513,Hospital 706,District 41,Instrument 3,26138,18.88583815028902
6514,Hospital 706,District 5,Instrument 2,49041,544.9
6515,Hospital 708,District 17,Instrument 2,209,209.0
6516,Hospital 709,District 13,Instrument 2,85730,33.69889937106918
6517,Hospital 709,District 13,Instrument 3,20772,8.165094339622641
6518,Hospital 709,District 13,Instrument 4,2880,1.1320754716981132
6519,Hospital 709,District 17,Instrument 2,3528,3528.0
6520,Hospital 709,District 20,Instrument 2,27768,1388.4
6521,Hospital 709,District 20,Instrument 3,33798,1689.9
6522,Hospital 709,District 28,Instrument 2,9192,9192.0
6523,Hospital 709,District 28,Instrument 3,1500,1500.0
6524,Hospital 709,District 28,Instrument 5,4926,4926.0
6525,Hospital 709,District 32,Instrument 2,6000,70.58823529411765
6526,Hospital 709,District 35,Instrument 2,15660,69.6
6527,Hospital 709,District 39,Instrument 2,11989,63.1
6528,Hospital 709,District 4,Instrument 2,67500,2596.153846153846
6529,Hospital 709,District 41,Instrument 2,33702,33702.0
6530,Hospital 709,District 41,Instrument 3,15864,15864.0
6531,Hospital 709,District 41,Instrument 5,9600,9600.0
6532,Hospital 709,District 44,Instrument 2,5390,5390.0
6533,Hospital 709,District 44,Instrument 3,2294,2294.0
6534,Hospital 709,District 50,Instrument 2,195901,195901.0
6535,Hospital 709,District 50,Instrument 3,51280,51280.0
6536,Hospital 709,District 50,Instrument 5,62695,62695.0
6537,Hospital 709,District 8,Instrument 2,1440,1440.0
6538,Hospital 709,District 9,Instrument 2,1980,1980.0
6539,Hospital 709,No District Available,Instrument 19,51417,51417.0
6540,Hospital 71,District 39,Instrument 7,41331,20.613965087281795
6541,Hospital 710,District 13,Instrument 3,67584,118.36077057793345
6542,Hospital 710,District 20,Instrument 3,2277,4.74375
6543,Hospital 710,District 20,Instrument 7,1340,2.7916666666666665
6544,Hospital 710,District 28,Instrument 5,16182,17.762897914379803
6545,Hospital 710,District 3,Instrument 2,17952,498.6666666666667
6546,Hospital 710,District 41,Instrument 2,32268,112.43205574912892
6547,Hospital 710,District 41,Instrument 3,27564,96.0418118466899
6548,Hospital 710,District 48,Instrument 2,5400,234.7826086956522
6549,Hospital 711,District 34,Instrument 2,7848,16.913793103448278
6550,Hospital 711,District 34,Instrument 3,3847,8.29094827586207
6551,Hospital 711,District 34,Instrument 5,10800,23.275862068965516
6552,Hospital 711,District 34,Instrument 7,12100,26.07758620689655
6553,Hospital 712,District 13,Instrument 2,14227,80.37853107344633
6554,Hospital 712,District 13,Instrument 5,7770,43.898305084745765
6555,Hospital 712,District 20,Instrument 2,164,1.5327102803738317
6556,Hospital 712,District 20,Instrument 3,379,3.542056074766355
6557,Hospital 712,District 41,Instrument 3,7290,35.91133004926108
6558,Hospital 713,District 10,Instrument 2,4971,19.570866141732285
6559,Hospital 713,District 10,Instrument 4,6335,24.940944881889763
6560,Hospital 713,District 13,Instrument 2,5760,1.0911157416177306
6561,Hospital 713,District 13,Instrument 5,843360,159.75752983519607
6562,Hospital 713,District 15,Instrument 2,75678,75678.0
6563,Hospital 713,District 16,Instrument 2,246130,81.15067589845037
6564,Hospital 713,District 18,Instrument 7,41519,10.487244253599394
6565,Hospital 713,District 20,Instrument 2,27360,558.3673469387755
6566,Hospital 713,District 20,Instrument 3,2700,55.10204081632653
6567,Hospital 713,District 29,Instrument 5,49592,16530.666666666668
6568,Hospital 713,District 39,Instrument 2,632,0.8863955119214586
6569,Hospital 713,District 41,Instrument 2,1020,5.730337078651686
6570,Hospital 713,District 41,Instrument 3,4080,22.921348314606742
6571,Hospital 713,District 48,Instrument 7,90000,12.191817935518829
6572,Hospital 713,District 50,Instrument 5,109963,109963.0
6573,Hospital 713,District 50,Instrument 7,23655,23655.0
6574,Hospital 715,District 13,Instrument 2,5217,18.434628975265017
6575,Hospital 715,District 13,Instrument 3,1950,6.890459363957597
6576,Hospital 715,District 13,Instrument 5,61320,216.67844522968198
6577,Hospital 715,District 15,Instrument 2,5520,220.8
6578,Hospital 715,District 15,Instrument 3,420,16.8
6579,Hospital 715,District 17,Instrument 2,27041,257.53333333333336
6580,Hospital 715,District 20,Instrument 2,216456,876.34008097166
6581,Hospital 715,District 20,Instrument 3,72672,294.2186234817814
6582,Hospital 715,District 32,Instrument 2,9600,342.85714285714283
6583,Hospital 715,District 34,Instrument 2,81606,356.3580786026201
6584,Hospital 715,District 34,Instrument 3,40452,176.64628820960698
6585,Hospital 715,District 34,Instrument 4,216,0.9432314410480349
